         778512335 function calls (766171447 primitive calls) in 512.124 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   226264    0.089    0.000    0.181    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexing.py:1830(_get_partial_string_timestamp_match_key)
     2458    0.089    0.000    0.649    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:4208(set)
    37992    0.087    0.000    0.825    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1294(is_datetimelike_v_numeric)
    22564    0.086    0.000    0.257    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/common.py:301(_asarray_tuplesafe)
    37521    0.085    0.000    5.472    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:3680(isna)
    83400    0.084    0.000    0.290    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1578(is_bool_dtype)
   418199    0.084    0.000    0.084    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:199(external_values)
    11647    0.083    0.000    0.351    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/concat.py:26(get_dtype_kinds)
    37547    0.082    0.000    0.082    0.000 {built-in method numpy.core.multiarray.putmask}
   866118    0.082    0.000    0.082    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/worksheet/worksheet.py:429(<genexpr>)
   318237    0.082    0.000    0.082    0.000 {built-in method pandas._libs.algos.ensure_platform_int}
      234    0.080    0.000    0.162    0.001 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/worksheet/worksheet.py:421(max_column)
    92205    0.079    0.000    0.095    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:1593(is_categorical)
     4278    0.079    0.000    0.204    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/numpy/lib/index_tricks.py:247(__getitem__)
    81537    0.077    0.000    0.077    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:372(iget)
    83857    0.076    0.000    0.309    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/concat.py:105(_get_sliced_frame_result_type)
    37521    0.075    0.000    0.369    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/numpy/core/fromnumeric.py:1933(any)
   150108    0.074    0.000    0.130    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/nanops.py:64(check)
    42740    0.074    0.000    0.165    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/generic.py:1490(__hash__)
     8543    0.071    0.000    0.572    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:3219(get_indexer)
    41028    0.071    0.000    1.022    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:3879(<listcomp>)
   142122    0.069    0.000    0.409    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/numpy/core/numeric.py:504(asanyarray)
113450/113438    0.069    0.000    1.196    0.000 {built-in method builtins.all}
   254666    0.069    0.000    0.069    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/frame.py:320(_constructor)
    84054    0.066    0.000    0.179    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/io/formats/excel.py:386(_format_value)
   172284    0.065    0.000    0.065    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:348(shape)
   371816    0.064    0.000    0.064    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/base.py:719(ndim)
    35484    0.064    0.000    2.693    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/styles/styleable.py:20(__set__)
    37521    0.062    0.000    0.104    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/frame.py:7419(_prep_ndarray)
     6736    0.061    0.000    0.339    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/frame.py:3324(_sanitize_column)
     8161    0.060    0.000    0.481    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:1093(find_common_type)
    41028    0.060    0.000    0.515    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:4268(slice_locs)
   101826    0.060    0.000    0.060    0.000 {built-in method builtins.min}
    45200    0.059    0.000    0.086    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexing.py:2321(convert_to_index_sliceable)
    41028    0.057    0.000    7.137    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexing.py:147(_slice)
    37521    0.056    0.000    0.309    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/generic.py:297(_construct_axes_dict)
     2818    0.056    0.000    1.295    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/reshape/concat.py:234(__init__)
    57228    0.056    0.000    0.056    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     4298    0.056    0.000    2.992    0.001 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/frame.py:3933(reset_index)
    84078    0.056    0.000    0.388    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/io/formats/excel.py:615(get_formatted_cells)
     2818    0.055    0.000    3.619    0.001 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5388(concatenate_block_managers)
    72250    0.054    0.000    0.114    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/io/formats/excel.py:597(_generate_body)
    84054    0.053    0.000    0.080    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/worksheet/worksheet.py:317(_add_cell)
    37610    0.052    0.000    0.668    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:251(make_block)
     8556    0.052    0.000    0.148    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/numpy/core/numeric.py:1524(moveaxis)
    37547    0.052    0.000    0.086    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/common.py:995(is_int_or_datetime_dtype)
     5278    0.052    0.000    0.298    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5074(_merge_blocks)
    17112    0.052    0.000    0.075    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/numpy/core/numeric.py:1468(normalize_axis_tuple)
    37521    0.051    0.000    0.235    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/generic.py:299(<dictcomp>)
   138289    0.050    0.000    0.050    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:662(dtype)
     9408    0.050    0.000    1.171    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/arrays/categorical.py:267(__init__)
   282418    0.049    0.000    0.049    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:4768(is_consolidated)
3964/1680    0.048    0.000    0.094    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/descriptors/serialisable.py:103(to_tree)
   113612    0.048    0.000    0.048    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:229(fill_value)
    18816    0.048    0.000    0.547    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:298(validate_categories)
9323/7171    0.048    0.000    0.702    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/concat.py:126(_concat_compat)
    75042    0.047    0.000    0.047    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/frame.py:7047(_get_agg_axis)
    48919    0.047    0.000    0.095    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/cell/cell.py:148(check_string)
     4268    0.046    0.000    0.967    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:4378(drop)
    37538    0.046    0.000    0.071    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/compat/__init__.py:211(itervalues)
     2862    0.046    0.000    0.046    0.000 {pandas._libs.lib.maybe_convert_objects}
   189283    0.045    0.000    0.045    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/numpy/core/numerictypes.py:936(<listcomp>)
     3186    0.043    0.000    0.208    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:90(cmp_method)
    37529    0.043    0.000    0.149    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/nanops.py:266(_wrap_results)
    55031    0.043    0.000    0.067    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1490(is_string_like_dtype)
   112990    0.043    0.000    0.741    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/descriptors/serialisable.py:175(__ne__)
    37521    0.043    0.000    0.099    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:3807(any_extension_types)
      234    0.043    0.000   11.947    0.051 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/writer/worksheet.py:80(write_worksheet)
     6035    0.042    0.000    0.068    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/numpy/core/numeric.py:630(require)
    37521    0.042    0.000    0.077    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/frame.py:478(_get_axes)
    84054    0.042    0.000    0.364    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/worksheet/worksheet.py:274(cell)
      441    0.042    0.000    0.042    0.000 {method 'flush' of 'zlib.Compress' objects}
78356/42872    0.041    0.000    2.719    0.000 {built-in method builtins.setattr}
    45763    0.041    0.000    0.082    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:3789(is_mixed_type)
     4280    0.041    0.000    1.777    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/generic.py:3647(reindex)
    37602    0.041    0.000    0.208    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/generic.py:4475(_is_mixed_type)
    12445    0.041    0.000    0.339    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/numpy/core/numerictypes.py:950(find_common_type)
    37602    0.041    0.000    0.109    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/generic.py:4477(<lambda>)
    37521    0.040    0.000    0.191    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/series.py:516(nonzero)
     2818    0.039    0.000    3.754    0.001 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/reshape/concat.py:380(get_result)
    41035    0.039    0.000    0.078    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/numeric.py:57(_maybe_cast_slice_bound)
    75094    0.039    0.000    0.545    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/numpy/core/_methods.py:34(_sum)
    14342    0.038    0.000    0.362    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5821(get_reindexed_values)
     4910    0.038    0.000    0.038    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
    45182    0.037    0.000    0.054    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/styles/borders.py:106(__iter__)
    82056    0.037    0.000    0.173    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexing.py:901(<genexpr>)
    14337    0.036    0.000    0.062    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5770(needs_filling)
    41159    0.036    0.000    0.243    0.000 {method 'all' of 'numpy.ndarray' objects}
    41035    0.036    0.000    0.225    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:4202(_get_loc_only_exact_matches)
    23102    0.035    0.000    0.712    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5440(<genexpr>)
     4270    0.035    0.000    1.253    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/generic.py:3789(_reindex_with_indexers)
      4/2    0.035    0.009    0.039    0.019 {built-in method _imp.create_dynamic}
     4268    0.035    0.000    2.845    0.001 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/generic.py:3118(_drop_axis)
    18278    0.034    0.000    0.057    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/utils/cell.py:75(_get_column_letter)
    37521    0.034    0.000    0.697    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/generic.py:4645(get_values)
     2320    0.033    0.000    1.703    0.001 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/frame.py:4393(sort_values)
    37523    0.033    0.000    0.093    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:2197(_assert_take_fillable)
     4278    0.032    0.000    0.994    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:4355(insert)
    37547    0.032    0.000    0.118    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/nanops.py:256(_na_ok_dtype)
    84054    0.031    0.000    0.372    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/cell/cell.py:291(value)
    84054    0.031    0.000    0.031    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/io/formats/excel.py:24(__init__)
    73051    0.031    0.000    0.052    0.000 {built-in method builtins.next}
   185952    0.030    0.000    0.030    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/numeric.py:169(inferred_type)
     7211    0.030    0.000    1.719    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5553(concatenate_join_units)
    83936    0.030    0.000    0.151    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/io/formats/excel.py:491(_format_regular_rows)
    48919    0.029    0.000    0.046    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/cell/cell.py:141(guess_types)
    18816    0.029    0.000    0.629    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:156(_finalize)
    41391    0.029    0.000    0.039    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:4117(_maybe_cast_indexer)
     7269    0.028    0.000    0.065    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:1207(construct_1d_object_array_from_listlike)
    10295    0.028    0.000    0.788    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5428(is_uniform_join_units)
    12073    0.028    0.000    0.041    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/numpy/core/shape_base.py:63(atleast_2d)
     2320    0.028    0.000    0.033    0.000 {method 'lookup' of 'pandas._libs.hashtable.StringHashTable' objects}
     4278    0.027    0.000    0.250    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5880(_fast_count_smallints)
    48919    0.027    0.000    0.027    0.000 {method 'finditer' of 're.Pattern' objects}
     5105    0.027    0.000    0.141    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5726(trim_join_unit)
    37547    0.026    0.000    0.151    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/nanops.py:260(_view_if_needed)
     2320    0.026    0.000    0.330    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/arrays/categorical.py:2420(_get_codes_for_values)
     7088    0.026    0.000    0.122    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:2552(__init__)
    16496    0.025    0.000    0.053    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:278(validate_ordered)
     2730    0.024    0.000    0.366    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5057(_consolidate)
     8161    0.024    0.000    0.524    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5044(_interleaved_dtype)
    19612    0.024    0.000    0.177    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/base.py:789(_ndarray_values)
     5090    0.024    0.000    0.024    0.000 {method 'argsort' of 'numpy.ndarray' objects}
    18107    0.024    0.000    0.024    0.000 {built-in method math.floor}
     9408    0.024    0.000    0.136    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:331(update_dtype)
     5279    0.023    0.000    0.077    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/range.py:68(__new__)
     4807    0.022    0.000    0.197    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/algorithms.py:48(_ensure_data)
     3574    0.022    0.000    0.022    0.000 {method 'write' of '_io.BufferedRandom' objects}
    42792    0.022    0.000    0.147    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/series.py:562(__len__)
    75042    0.022    0.000    0.022    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:3810(<genexpr>)
     2394    0.022    0.000    0.055    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:1569(is_unique)
    35647    0.022    0.000    0.022    0.000 {method 'index' of 'list' objects}
     2320    0.021    0.000    0.303    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/generic.py:1330(_get_label_or_level_values)
     9340    0.021    0.000    0.021    0.000 {built-in method numpy.core.multiarray.copyto}
     5279    0.021    0.000    0.034    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/range.py:131(_simple_new)
     1552    0.021    0.000    0.021    0.000 {built-in method posix.stat}
    41171    0.021    0.000    0.206    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/numpy/core/_methods.py:45(_all)
    48919    0.020    0.000    0.032    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/compat/__init__.py:265(to_str)
     4680    0.020    0.000    0.195    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/arrays/categorical.py:442(copy)
        1    0.020    0.020   12.688   12.688 /Users/khaibnd/eclipse-workspace/LNWG4/src/data/data.py:36(data_writer)
     5270    0.020    0.000    0.109    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/common.py:123(_default_index)
        1    0.020    0.020   11.717   11.717 /Users/khaibnd/eclipse-workspace/LNWG4/src/data/data.py:105(iteration_record_writer)
     4280    0.020    0.000    0.030    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/generic.py:317(_construct_axes_from_arguments)
    11854    0.020    0.000    0.020    0.000 {built-in method pandas._libs.lib.is_bool_array}
    84054    0.020    0.000    0.020    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/styles/styleable.py:129(__init__)
     8543    0.020    0.000    0.036    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:3389(_maybe_promote)
     4640    0.019    0.000    0.229    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:4299(<genexpr>)
     4268    0.019    0.000    0.071    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/common.py:326(_index_labels_to_array)
     4268    0.019    0.000    1.818    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/frame.py:3552(reindex)
     4268    0.019    0.000    1.542    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/frame.py:3489(_reindex_axes)
     4344    0.018    0.000    0.624    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/generic.py:5009(copy)
    39926    0.018    0.000    0.018    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/compat/numpy/function.py:38(__call__)
    37521    0.018    0.000    0.018    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5118(_block_shape)
     4433    0.018    0.000    1.909    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexing.py:2075(_getitem_axis)
     2730    0.018    0.000    0.019    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5088(<listcomp>)
     4278    0.017    0.000    0.576    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:936(_coerce_scalar_to_index)
     6771    0.017    0.000    0.025    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:1935(_engine)
      558    0.017    0.000    0.128    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:4880(form_blocks)
     2330    0.017    0.000    0.081    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:1364(set_names)
     4268    0.017    0.000    2.874    0.001 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/generic.py:3090(drop)
     4275    0.017    0.000    0.258    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:3578(reindex)
    14337    0.017    0.000    0.085    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5779(dtype)
    41028    0.016    0.000    0.016    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexing.py:2564(need_slice)
     6628    0.016    0.000    0.173    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:3315(set_axis)
     8593    0.016    0.000    0.016    0.000 {built-in method numpy.core.multiarray.zeros}
     2814    0.016    0.000    5.082    0.002 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/frame.py:6077(append)
    18300    0.016    0.000    0.025    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/openpyxl/descriptors/base.py:40(__set__)
     4346    0.016    0.000    0.569    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:3895(copy)
     4278    0.016    0.000    2.102    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/frame.py:3203(insert)
        1    0.016    0.016    2.116    2.116 /Users/khaibnd/eclipse-workspace/LNWG4/src/initial_solution/initial_solution.py:162(generate_df_full_sequence_job_num)
     2818    0.016    0.000    0.423    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/reshape/concat.py:437(_get_new_axes)
     7088    0.016    0.000    0.034    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:1723(__init__)
    30805    0.015    0.000    0.015    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5437(<genexpr>)
    56377    0.015    0.000    0.015    0.000 {method 'values' of 'dict' objects}
     2320    0.015    0.000    0.335    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/arrays/categorical.py:1774(take_nd)
     2232    0.015    0.000    0.015    0.000 {pandas._libs.algos.take_1d_object_object}
     2320    0.015    0.000    0.115    0.000 {method 'delete' of 'pandas._libs.internals.BlockPlacement' objects}
     2818    0.015    0.000    5.063    0.002 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/reshape/concat.py:21(concat)
     8666    0.015    0.000    0.125    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/indexes/base.py:924(view)
     6598    0.015    0.000    0.037    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/series.py:3992(_sanitize_index)
    11854    0.015    0.000    0.040    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:2305(is_bool)
     4268    0.014    0.000    1.524    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/frame.py:3505(_reindex_index)
    12445    0.014    0.000    0.014    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/numpy/core/numerictypes.py:1001(<listcomp>)
    18646    0.014    0.000    0.017    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/concat.py:145(is_nonempty)
     7088    0.014    0.000    0.064    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:1864(__init__)
    37521    0.014    0.000    0.022    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/dtypes/generic.py:66(__instancecheck__)
     7211    0.014    0.000    0.376    0.000 /Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/pandas/core/internals.py:5563(<listcomp>)
